,id,acronym,def
2753,t_DDR1,DDR,Deutsche Demokratische Republik (German Democratic Republic)
2754,t_DDRE1,DDR&E,"Director of Defense Research and Engineering, Department of Defense"
2755,t_DDRE_1,DDR&E,"Directorate of Defense Research and Engineering, Department of Defense"
2756,t_DDR_1,DDR,Deutsche Demokratische Republik (German Democratic Republic)
2757,t_DDS1,DD/S,"Office of the Deputy Director for Technical Services, International Cooperation Administration"
2758,t_DDSG1,DDSG,"Donaudampfschiffahrtsgesellschaft, First Danube Steamship Company, Austrian shipping company, founded in 1829"
2759,t_DDST1,DD/S&T,"Deputy Director for Science and Technology, Central Intelligence Agency"
2760,t_DDST_1,DDS & T,"Deputy Director for Science and Technology, Central Intelligence Agency"
2761,t_DDT1,DDT,"dichloro diphenyl trichloroethane, (pesticide widely used in the United States up until the 1970s)"
2762,t_DD_1,DD,destroyer
2763,t_DDay1,D Day,"the date of a planned military operation, used with special reference to the launching of Operation Overlord"
2764,t_DE1,DE,destroyer escort
2765,t_DEA1,DEA,"U.S. Drug Enforcement Administration, from 1973"
2766,t_DEA_1,DEA,Drug Enforcement Administration
2767,t_DEC1,DEC,French unit (headed by Colonel Fourcaud) in Indochina
2768,t_DECA_1,DECA,Defense and Economic Cooperation Agreement
2769,t_DEF1,DEF,series indicator for telegrams from the Department of Defense
2770,t_DEFATT1,DefAtt,Defense Attache
2771,t_DEFATTS1,DEFATT(S),Defense Attache(s)
2772,t_DEFATT_1,DEFATT,Defense Attache
2773,t_DEFCON1,DEFCON,defense readiness condition
2774,t_DEFCON_1,DEFCON,defense readiness condition
2775,t_DEFCONs1,DEFCON(s),Defense condition(s)
2776,t_DEFISA1,DEF/ISA,Office of the Assistant Secretary of Defense for International Security Affairs
2777,t_DEFMIN1,DefMin,minister of defense
2778,t_DEFMIN_1,DEFMIN,defense minister
2779,t_DEFO_1,DEFO,Defense Field Office
2780,t_DEFREPAMA1,DEFREPAMA,Defense Representative Army Attache
2781,t_DEFREPARMA1,DEFREPARMA,Defense Representative Army Attache
2782,t_DEFREPNAMA1,DEFREPNAMA,series indicator for telegrams from the Defense Adviser to USRO and Naval and Military Attaches
2783,t_DEFSEC1,DefSec,Secretary of Defense
2784,t_DEF_1,DEF,Defense
2785,t_DEG1,DEG,degree
2786,t_DEL1,del,delegate; delegation
2787,t_DELAWAR1,DELAWAR,"U.S.-Iran military, naval, and air force training exercise carried out under CENTO April 4-11, 1964"
2788,t_DELGA1,Delga,series indicator for telegrams from the delegation at the United Nations General Assembly to the Department of State
2789,t_DELO1,deloff,delegation officer
2790,t_DELOFF1,DELOFF,delegation officer; delegation official
2791,t_DELS1,DEL(S),delegation(s)
2792,t_DELTO1,Delto,Delegation to (telegram series indicator from the Delegation to the Paris Peace Talks on Vietnam)
2793,t_DELWU1,DELWU,United States Delegation to the Western Union
2794,t_DEL_1,DEL,delegation
2795,t_DENR1,DENR,Department of Energy and Natural Resources (proposed)
2796,t_DENUC1,Denuc,series indicator for telegrams from the Delegation to the Geneva Conference on the Discontinuance of Nuclear Weapon Tests
2797,t_DEP1,Deptel,telegram from the Department of State
2798,t_DEPCHJUSMAG1,DEPCHJUSMAG,"Deputy Chief, Joint United States Military Assistance Group"
2799,t_DEPCIRCTEL_1,DEPCIRCTEL,"Department of State, circular telegram"
2800,t_DEPCIRTEL1,Depcirtel,circular telegram from the Department of State
2801,t_DEPCMDR1,DEPCMDR,deputy commander
2802,t_DEPEX1,DEPEX,Nike-X Deployment Study
2803,t_DEPFONMIN1,DepFonMin,deputy foreign minister
2804,t_DEPSECDEF_1,DEPSECDEF,Deputy Secretary of Defense
2805,t_DEPT1,Dept,Department of State
2806,t_DEPTAR1,DEPTAR,Department of the Army
2807,t_DEPTEL1,Deptel,telegram from the Department of State
2808,t_DEPTOFF1,Deptoff,Department of State officer
2809,t_DEPTOFF_1,DEPTOFF,Department of State Officer
2810,t_DESP1,desp,despatch
2811,t_DEW1,DEW,"distant early warning DFI, Division of Functional Intelligence, Office of Intelligence Research, Department of State"
2812,t_DEWLINE1,DEW Line,Distant Early Warning Line
2813,t_DEWLine1,DEW Line,Distant Early Warning Line
2814,t_DEYMO1,DEYMO,Philippine Democratic Youth Movement
2815,t_DF1,DF,"Frente Democratica (Democratic Front), Chilean electoral alliance"
2816,t_DFA1,DFA,Department of Foreign Affairs
2817,t_DFA_1,DFA,Department of Foreign Affairs
2818,t_DFC1,DFC,Distinguished Flying Cross
2819,t_DFD1,DFD,"Dienst fur Deutschland (Service for Germany, a German youth service organization)"
2820,t_DFE1,DFE,division force equivalent
2821,t_DFEC1,DFEC,"Defense Financial and Economic Committee, NATO"
2822,t_DFF1,DFF,Democratic Freedom Force
2823,t_DFI1,DFI,"Division of Functional Intelligence, Office of the Special Assistant for Intelligence, Department of State"
2824,t_DFI_1,DFI,Director of Foreign Intelligence
2825,t_DFL_1,DFL,Democratic-Farmer-Labor Party (Minnesota)
2826,t_DFM1,DFM,Deputy for Austria at the Council of Foreign Ministers
2827,t_DFPE1,DFPE,"Office of Development Finance and Private Enterprise, Agency for International Development"
2828,t_DFS1,DFS,Defense Forces Support
2829,t_DFSC_1,DFSC,Defense Fuel Supply Center
2830,t_DG1,DG,"Director General, Ministry of Defense and Aviation, Saudi Arabia"
2831,t_DGB1,DGB,Deutscher Gewerkschaftsbund (German Federation of Trade Unions)
2832,t_DGB_1,DGB,Deutscher Gewerkschaftsbund (German Trade Unions Federation)
2833,t_DGEM_1,DG/EM,"Employee Management Division, Office of Employee Relations, Bureau of Personnel, Department of State"
2834,t_DGI1,DGI,Director General of Information
2835,t_DGI_1,DGI,Director General of Intelligence
2836,t_DGMED1,DG/MED,"Deputy Assistant Secretary for Medical Services, Director General of the Foreign Service, Department of State"
2837,t_DGNP1,DGNP,"Director-General, National Police"
2838,t_DGPC_1,DG/PC,"Office of Program Coordination, Bureau of Personnel, Department of State"
2839,t_DGPER_1,DG/PER,"Deputy Director General and Director of Personnel, Department of State"
2840,t_DGPPERREE_1,DGP/PER/REE,"Office of Recruitment, Examination, and Employment, Office of the Director General of the Foreign Service and Director of Personnel, Bureau of Personnel, Department of State"
2841,t_DGPPER_1,DGP/PER,"Office of the Director General of the Foreign Service and Director of Personnel, Bureau of Personnel, Department of State"
2842,t_DGS1,DGS,Director General of Security (India)
2843,t_DGZ1,DGZ,Designated Ground Zero
2844,t_DG_1,DG,"Director General of the Foreign Service, Department of State"
2845,t_DHA1,D/HA,"Coordinator for Human Rights and Humanitarian Affairs, Office of the Deputy Secretary, Department of State"
2846,t_DHAHR_1,D/HA/HR,"Deputy Coordinator for Human Rights, Office of the Deputy Secretary, Department of State"
2847,t_DHAORM_1,D/HA/ORM,"Deputy Coordinator for Refugees and Migration Affairs, Office of the Deputy Secretary, Department of State"
2848,t_DHAPW1,D/HA/PW,"Deputy Coordinator for Prisoner of War and Missing-in-Action Matters, Office of the Deputy Secretary, Department of State"
2849,t_DHAPW_1,D/HA/PW,"Deputy Coordinator for POW/MIA Matters, Office of the Deputy Secretary, Department of State"
2850,t_DHA_1,D/HA,"Coordinator for Human Rights and Humanitarian Affairs, Office of the Deputy Secretary, Department of State"
2851,t_DHC1,DHC,District High Commissioner (Nigeria)
2852,t_DHR_1,D/HR,"Deputy Coordinator for Human Rights, Department of State"
2853,t_DI1,DI,"Darul Islam (House of Islam), Indonesian political movement"
2854,t_DIA1,DIA,East German Interzonal and Foreign Trade Organization
2855,t_DIA2,DIA,Defense Intelligence Agency
2856,t_DIADC_1,DIADC,Defense Intelligence Agency Dissemination Center
2857,t_DIA_1,DIA,Defense Intelligence Agency
2858,t_DIB1,DIB,Defense Intelligence Briefing
2859,t_DICBM1,DICBM,depressed trajectory intercontinental ballistic missile
2860,t_DIER1,DIER,"Directorio de Investigaciones del Ejercito Rebelde, Directorate of Investigations of the Rebel Army"
2861,t_DIF1,DIF,Development Investment Fund
2862,t_DINA_1,DINA,"Direccion de Inteligencia Nacional, National Intelligence Directorate, Chile"
2863,t_DINR1,D/INR,"Director, Bureau of Intelligence and Research, Department of State"
2864,t_DIO1,DIO,District Intelligence Officer
2865,t_DIOCC1,DIOCC,Defense Intelligence Office Command Center
2866,t_DIOER_1,DI/OER,"Office of Economic Research, Directorate of Intelligence, Central Intelligence Agency"
2867,t_DIOSR_1,DI/OSR,"Directorate of Intelligence, Office of Strategic Research, Central Intelligence Agency"
2868,t_DIP1,DIP,military series indicator for diplomatic traffic
2869,t_DIPP_1,DIPP,Defense Intelligence Projections for Planning
2870,t_DIR1,DIR,Director of Central Intelligence
2871,t_DIRDIA_1,DIRDIA,"Director, Defense Intelligence Agency"
2872,t_DIRG1,DIRG,Ethiopian Military Junta (see EPMG)
2873,t_DIRGEN1,DIRGEN,Director General
2874,t_DIRGENDG1,DirGen or DG,Director General
2875,t_DIRGEN_1,DIRGEN,Director General
2876,t_DIRLAUTH_1,DIRLAUTH,Direct Liaison Authorized
2877,t_DIRNSA1,DIRNSA,Director of the National Security Agency
2878,t_DIRNSA_1,DIRNSA,"Director, National Security Agency"
2879,t_DIR_1,DIR,Director
2880,t_DIS1,DIS,Defense Investigative Service
2881,t_DISC1,DISC,Domestic International Sales Corporation
2882,t_DISC_1,DISC,Domestic International Sales Corporation
2883,t_DISDISS.1,DIS or DISS.,dissemination
2884,t_DISSEM1,dissem,dissemination
2885,t_DISSEM_1,DISSEM,Dissemination Information
2886,t_DISTO1,Disto,series indicator for telegrams from the Delegation to the Eighteen-Nation Disarmament Committee in Geneva to the Department of State
2887,t_DISZ1,DISZ,Magyar Kommunista Ifjusagi Szovetseg (Hungarian Communist Youth League)
2888,t_DIS_1,DIS,"or DISS, dissemination"
2889,t_DIUSAF1,D/I USAF,"Director of Intelligence, United States Air Force"
2890,t_DIV1,div,division
2891,t_DIVENGER_1,DIVENGER,Division Engineer
2892,t_DIWY1,D/IWY,"Coordinator, Task Force of Observance of International Women's Year, Office of the Deputy Secretary of State"
2893,t_DI_1,DI,"Departamento de Investigaciones (Department of Investigations), Chile; also Directorate for Intelligence, Central Intelligence Agency"
2894,t_DJSM1,DJSM,Director of the Joint Staff memorandum
2895,t_DJSM_1,DJSM,"Director, Joint Staff, Memorandum"
2896,t_DKBL1,DKBL,"Deutsche Kohlenbergbauleitung, temporary coal management in the Ruhr"
2897,t_DKEL1,DKEL,Dimokratikon Komma Ergazomenou Laou (Democratic Party of the Working People)
2898,t_DKP1,DKP,Deutsche Kommunistische Partei (German Communist Party)
2899,t_DKV1,DKV,Deutsc[uncleared text] Kohleverein (German Central Co[uncleared text] Sales Agency)
2900,t_DK_1,DK,Democratic Kampuchea
2901,t_DL1,DL,development loans
2902,t_DLF1,DLF,Defense Liaison Fund; also Development Loan Fund
2903,t_DLG1,DLG,Defense Liaison Group
2904,t_DLGN1,DLGN,nuclear-powered guided missile frigate
2905,t_DLGN_1,DLGN,nuclear-powered guided missile frigate
2906,t_DLL1,DLL,Decreto legge luogotenenziale (Decree Law of Lieutenant General of the Realm)
2907,t_DLM1,DLM,Dominican Liberation Movement
2908,t_DLOS1,D/LOS,"NSC Inter-Agency Task Force on the Law of the Sea, Office of the Deputy Secretary, Department of State"
2909,t_DLOS_1,D/LOS,"Office of the Law of the Sea, Office of the Deputy Secretary of State"
2910,t_DLP1,DLP,"Democratic Labor Party, West Indies"
2911,t_DL_1,DL,"development loan; also, Denis Lamb"
2912,t_DM1,DM,Deutsche Mark (German mark)
2913,t_DMA_1,DMA,Defense Mapping Agency
2914,t_DMB1,DMB,Defense Mobilization Board
2915,t_DMC_1,DMC,Democratic Movement for Change (Israeli political party)
2916,t_DME1,DM(E),Deutsche Mark (East)
2917,t_DMH1,DMH,Dong Minh Hoi (Vietnamese political party)
2918,t_DMI1,DMI,"Director(ate) of Military Intelligence, War Office (British)"
2919,t_DMO1,DMO,Director of Military Operations
2920,t_DMPA1,DMPA,Defense Materials Procurement Agency
2921,t_DMS1,DMS,Director of the Mutual Security Agency
2922,t_DMW1,DMW,Deutschemark West (West German Mark)
2923,t_DMZ1,DMZ,"demilitarized zone, established roughly at Vietnam's 17th parallel to a width not more than five kilometers each side of the demilitarized zone line"
2924,t_DMZ2,DMZ,demilitarized zone
2925,t_DMZDZ1,"DMZ, DZ",Demilitarized Zone
2926,t_DMZDZDZ1,"DMZ, DZ, D/Z",demilitarized zone
2927,t_DMZL1,DMZL,"demilitarized zone line, also called demarcation line, which separated South Vietnam and North Vietnam, located in middle of demilitarized zone"
2928,t_DMZ_1,DMZ,"demilitarized zone, established roughly at Vietnam's 17th parallel to a width not more than five kilometers each side of the demilitarized zone line"
2929,t_DM_1,DM,Deutschmark (currency of Germany)
2930,t_DN1,DN,direct negotiations
2931,t_DNB1,DNB,German News Agency (owned by the German Ministry of Propaganda)
2932,t_DNC1,DNC,National Coffee Department of Brazil
2933,t_DNC_1,DNC,Democratic National Committee
2934,t_DND_1,DND,Department of National Defence (Canada)
2935,t_DNG1,DNG,Drafting and Negotiating Group
2936,t_DNI1,DNI,Director of Naval Intelligence
2937,t_DNI_1,DNI,Director of National Intelligence
2938,t_DNP1,DNP,Democratic Nationalist Party (Republic of Korea)
2939,t_DNR1,DNR,Department of Natural Resources (proposed)
2940,t_DNRO1,D/NRO,Director of the National Reconnaissance Office
2941,t_DO1,DO,"Directorate/Director of Operations, Central Intelligence Agency"
2942,t_DOA1,DOA,Department of Agriculture
2943,t_DOA_1,DOA,Department of the Army
2944,t_DOB1,DOB,dispersed operating bases
2945,t_DOB_1,D,Dobrynin
2946,t_DOC1,DOC,Department of Commerce
2947,t_DOC_1,DOC,Department of Commerce
2948,t_DOD1,DOD,United States Department of Defense
2949,t_DOD2,DOD,Department of Defense
2950,t_DODCA1,DOD/CA,Department of Defense/Cost Analysis
2951,t_DODDSAA_1,DOD/DSAA,"Defense Security Assistance Agency, Department of Defense"
2952,t_DODGC_1,DOD/GC,"General Counsel, Department of Defense"
2953,t_DODISA1,DOD/ISA,"Office of the Assistant Secretary of Defense for International Security Affairs, Department of Defense"
2954,t_DODISAEUR_1,DOD/ISA/EUR,"Office of European Affairs, Office of International Security Affairs, Department of Defense"
2955,t_DODISAFMRA_1,DOD/ISA/FMRA,"Office of Foreign Military Relations, International Security Affairs, Department of Defense"
2956,t_DODISAIA_1,DOD/ISA/IA,"Inter-American Affairs, International Security Affairs, Department of Defense"
2957,t_DODISANESA1,DOD/ISA/NESA,"Office of Near East and South Asian Affairs, Office of the Under Secretary of Defense for International Security Affairs"
2958,t_DODISANESA_1,DOD/ISA/NESA,"Office of Near Eastern and South Asian Affairs, International Security Affairs, Department of Defense"
2959,t_DODISASA1,DOD/ISA/SA,"Office of Security Assistance, Office of the Under Secretary of Defense for International Security Affairs"
2960,t_DODISASA_1,DOD/ISA/SA,"Office of Security Assistance, International Security Affairs, Department of Defense"
2961,t_DODISA_1,DOD/ISA,"Office of the Assistant Secretary of Defense for International Security Affairs, Department of Defense"
2962,t_DODJAG_1,DOD/JAG,"Judge Advocate General, Department of Defense"
2963,t_DODJCS_1,DOD/JCS,"Joint Chiefs of Staff, Department of Defense"
2964,t_DODNESA1,DOD/NESA,"Department of Defense, Office of Near East and South Asia"
2965,t_DODOSD1,DOD/OSD,"Office of the Secretary of Defense, Department of Defense"
